"nome_officina","numero_intervento","codice_pezzo"
"Officina San Daniele del Friuli","TCL1750","PR022"
"Officina Gemona","CHW8181","PR003"
"Officina Monfalcone","QPK3557","PR038"
"Officina Azzano Decimo","XRK4780","PR038"
"Officina Monfalcone","LXP4854","PR012"
"Officina San Giorgio di Nogaro","XLT0406","PR003"
"Officina San Daniele del Friuli","HMV7601","PR022"
"Officina Tolmezzo","EOA8914","PR002"
"Officina Tavagnacco","PGC0778","PR018"
"Officina Latisana","DLP6618","PR011"
"Officina Gemona","FDU1325","PR010"
"Officina Cervignano del Friuli","TJY8487","PR023"
"Officina Gemona","WMP8681","PR013"
"Officina Monfalcone","UWH0548","PR002"
"Officina Tricesimo","SWX3344","PR018"
"Officina Latisana","VTO8178","PR015"
"Officina Tricesimo","TTT7617","PR037"
"Officina Adegliaco","QGI9009","PR019"
"Officina Aquileia","JSJ4470","PR035"
"Officina Maniago","KUA5613","PR003"
"Officina Azzano Decimo","BOY4139","PR005"
"Officina Pordenone","LBJ1433","PR047"
"Officina Gorizia","EOQ9667","PR040"
"Officina Maniago","ZDK1043","PR041"
"Officina Trieste","RTW7137","PR020"
"Officina Cividale del Friuli","OYH1736","PR027"
"Officina Palmanova","NSK8848","PR039"
"Officina Codroipo","IQO8570","PR047"
"Officina Latisana","XTL1469","PR041"
"Officina Buttrio","GVL2868","PR041"
"Officina Fagagna","GQT8618","PR048"
"Officina Aquileia","XTL0231","PR002"
"Officina Cividale del Friuli","FHT6581","PR005"
"Officina Codroipo","BWC2717","PR006"
"Officina Fagagna","BAS0287","PR041"
"Officina Cervignano del Friuli","QCP3594","PR019"
"Officina San Giorgio di Nogaro","TMY0515","PR035"
"Officina Pasian di Prato","HHM0287","PR002"
"Officina Fagagna","LJI2448","PR001"
"Officina Pasian di Prato","KHV3607","PR010"
"Officina Fagagna","TFX5882","PR021"
"Officina Adegliaco","AEN3363","PR011"
"Officina Tavagnacco","UMI2735","PR004"
"Officina Tarvisio","KZW3201","PR046"
"Officina Latisana","SQF0078","PR019"
"Officina Aquileia","LPS0806","PR046"
"Officina Gemona","AMY8147","PR001"
"Officina Pasian di Prato","FZP9796","PR019"
"Officina Udine","RIM1947","PR024"
"Officina San Vito al Tagliamento","EOT8295","PR049"
"Officina Maniago","NBV5197","PR018"
"Officina San Giorgio di Nogaro","XOH4392","PR035"
"Officina San Vito al Tagliamento","KCN0706","PR037"
"Officina Tolmezzo","OAJ0299","PR006"
"Officina Palmanova","ECX8895","PR048"
"Officina Gorizia","ZSL6004","PR020"
"Officina Tavagnacco","MWV4222","PR012"
"Officina Tolmezzo","HZC6200","PR049"
"Officina Palmanova","XAZ6693","PR046"
"Officina Pordenone","VNJ4346","PR029"
"Officina Codroipo","ORC9023","PR003"
"Officina San Vito al Tagliamento","OZW2542","PR019"
"Officina Tolmezzo","ZHA5455","PR007"
"Officina Spilimbergo","UCI5936","PR049"
"Officina Cervignano del Friuli","TSH1843","PR040"
"Officina Azzano Decimo","TIX5438","PR040"
"Officina Latisana","HRW3820","PR009"
"Officina San Daniele del Friuli","QTV3445","PR029"
"Officina Gorizia","PKI3422","PR003"
"Officina Spilimbergo","YON8380","PR013"
"Officina Cividale del Friuli","CVH4267","PR040"
"Officina San Vito al Tagliamento","CHR6073","PR038"
"Officina Aquileia","TTF5868","PR037"
"Officina Monfalcone","EFV6086","PR050"
"Officina Lignano Sabbiadoro","FHC8221","PR035"
"Officina Fagagna","NUT1217","PR024"
"Officina Sacile","HCQ2273","PR038"
"Officina Maniago","BDS9425","PR040"
"Officina Azzano Decimo","MWP0640","PR046"
"Officina Adegliaco","APR5871","PR003"
"Officina Tavagnacco","XWE6074","PR018"
"Officina Palmanova","ONZ1627","PR005"
"Officina Sacile","XKC7910","PR028"
"Officina Gemona","LWN9094","PR035"
"Officina Tavagnacco","QPP8101","PR041"
"Officina Gemona","FUT6615","PR043"
"Officina Cividale del Friuli","ENH9425","PR023"
"Officina Pasian di Prato","XGD7269","PR045"
"Officina Spilimbergo","YMQ5084","PR016"
"Officina Fagagna","BOM9469","PR003"
"Officina Tricesimo","AYV2414","PR028"
"Officina Cividale del Friuli","FQX0347","PR027"
"Officina San Giorgio di Nogaro","NLD4579","PR038"
"Officina San Daniele del Friuli","ARB5485","PR021"
"Officina Cividale del Friuli","YKN3509","PR033"
"Officina Pasian di Prato","OSO1603","PR014"
"Officina Adegliaco","KGI8947","PR046"
"Officina Adegliaco","SNS9749","PR024"
"Officina San Giorgio di Nogaro","SNA6555","PR010"
"Officina Tarvisio","GIU9892","PR031"
"Officina San Giorgio di Nogaro","KEN3688","PR020"
"Officina Trieste","WMY6088","PR038"
"Officina San Daniele del Friuli","CVO3233","PR014"
"Officina Adegliaco","DVT3655","PR006"
"Officina Codroipo","KPZ1095","PR017"
"Officina Fagagna","DSG9769","PR045"
"Officina San Vito al Tagliamento","TCD0536","PR037"
"Officina Aquileia","GQB6226","PR001"
"Officina Sacile","JCH4059","PR050"
"Officina Adegliaco","WZC3660","PR014"
"Officina Azzano Decimo","TVX1200","PR020"
"Officina Sacile","CYX4290","PR028"
"Officina Tolmezzo","RRR7055","PR028"
"Officina Buttrio","BTY3449","PR036"
"Officina Udine","FDG2237","PR042"
"Officina Gorizia","GHX8334","PR023"
"Officina Gorizia","SOG9178","PR015"
"Officina Codroipo","QDJ0113","PR047"
"Officina Tavagnacco","PID9172","PR012"
"Officina Maniago","MGK3620","PR005"
"Officina Palmanova","JHY2203","PR038"
"Officina Aquileia","PRQ9600","PR025"
"Officina Monfalcone","KCH8643","PR030"
"Officina San Vito al Tagliamento","ZNL4747","PR007"
"Officina Azzano Decimo","FHZ9744","PR039"
"Officina Lignano Sabbiadoro","VZF3922","PR001"
"Officina Udine","TDG8944","PR024"
"Officina Tavagnacco","FMA6180","PR033"
"Officina Gemona","DFW4998","PR025"
"Officina Monfalcone","USZ5485","PR008"
"Officina Aquileia","VJP9409","PR012"
"Officina Cervignano del Friuli","MKF5103","PR049"
"Officina Codroipo","WLF3573","PR025"
"Officina Tolmezzo","PTU9938","PR002"
"Officina San Daniele del Friuli","PII8099","PR045"
"Officina Adegliaco","LEY7666","PR026"
"Officina Azzano Decimo","JLG1171","PR006"
"Officina Gemona","YRD7352","PR037"
"Officina Codroipo","WNS2787","PR017"
"Officina Cervignano del Friuli","FLW8607","PR049"
"Officina Pasian di Prato","CQZ4329","PR039"
"Officina Cividale del Friuli","WAX1007","PR014"
"Officina Gemona","OIP4708","PR024"
"Officina Cervignano del Friuli","XVH8666","PR018"
"Officina Buttrio","LTI2554","PR046"
"Officina Maniago","TKG9913","PR005"
"Officina Latisana","LPM8343","PR030"
"Officina Adegliaco","IGH4578","PR014"
"Officina Sacile","CQG8009","PR022"
"Officina Tricesimo","EZR0389","PR050"
"Officina Codroipo","VKR9635","PR048"
"Officina Maniago","YEV0539","PR048"
"Officina Monfalcone","SIJ0215","PR016"
"Officina Pordenone","MBN9260","PR017"
"Officina Fagagna","QLO8810","PR023"
"Officina Fagagna","KME8373","PR020"
"Officina San Daniele del Friuli","GLJ0618","PR019"
"Officina Monfalcone","YJQ9397","PR007"
"Officina San Vito al Tagliamento","CGC4355","PR029"
"Officina Codroipo","DBS2469","PR015"
"Officina Udine","ZYQ0253","PR027"
"Officina Spilimbergo","BBV0896","PR005"
"Officina Udine","TEQ5244","PR046"
"Officina Monfalcone","DPQ2745","PR050"
"Officina Tarvisio","GFK9743","PR007"
"Officina Monfalcone","DKT2875","PR011"
"Officina Gorizia","JSJ6216","PR028"
"Officina Maniago","VVH0650","PR032"
"Officina Gorizia","TJW5089","PR050"
"Officina Azzano Decimo","INV7377","PR018"
"Officina Buttrio","ASW9364","PR023"
"Officina Spilimbergo","SQG5175","PR033"
"Officina Trieste","IFU3942","PR030"
"Officina Maniago","TCY8561","PR013"
"Officina Sacile","IWP6172","PR035"
"Officina Pasian di Prato","RAY4927","PR017"
"Officina Palmanova","CME3453","PR050"
"Officina Gorizia","UBC2698","PR042"
"Officina Tolmezzo","GQC8534","PR029"
"Officina Trieste","JHS0813","PR044"
"Officina Tavagnacco","TQO4971","PR024"
"Officina Tavagnacco","EUS1182","PR009"
"Officina Tarvisio","IHO2897","PR005"
"Officina Fagagna","GQN2212","PR010"
"Officina Tavagnacco","DXU0576","PR038"
"Officina Codroipo","BAI2574","PR010"
"Officina Latisana","XOK6350","PR008"
"Officina Tarvisio","WSJ4250","PR029"
"Officina Gorizia","AVU6937","PR021"
"Officina Palmanova","QOX4311","PR050"
"Officina Udine","BXZ5895","PR038"
"Officina Pordenone","UHS0802","PR017"
"Officina Lignano Sabbiadoro","VKS5482","PR036"
"Officina Pasian di Prato","OYD6230","PR013"
"Officina San Vito al Tagliamento","JZE9111","PR016"
"Officina Monfalcone","HEO5991","PR007"
"Officina Tarvisio","NVN2282","PR010"
"Officina Cividale del Friuli","EGA2161","PR022"
"Officina Azzano Decimo","QTC4364","PR004"
"Officina Tolmezzo","XGC4419","PR045"
"Officina San Daniele del Friuli","QTG2695","PR041"
"Officina Gorizia","WTN0168","PR036"
"Officina Tolmezzo","JNG7280","PR033"
"Officina Tolmezzo","PVJ1337","PR013"
"Officina Codroipo","DKM8821","PR040"
"Officina Cividale del Friuli","JTI8275","PR050"
"Officina Tavagnacco","QKN4453","PR016"
"Officina Palmanova","ZTE4049","PR046"
"Officina Pordenone","BWK5725","PR026"
"Officina San Vito al Tagliamento","LOM4199","PR038"
"Officina Sacile","ORM4005","PR030"
"Officina Cividale del Friuli","FGP1137","PR041"
"Officina Tricesimo","BID2349","PR025"
"Officina Sacile","ZVG1201","PR032"
"Officina San Giorgio di Nogaro","DJQ8705","PR030"
"Officina Trieste","VHN8353","PR021"
"Officina Tarvisio","BIN3578","PR005"
"Officina Gemona","MDI1748","PR001"
"Officina Pasian di Prato","XMP2454","PR011"
"Officina Pasian di Prato","OVP9812","PR019"
"Officina Cervignano del Friuli","ZHB0255","PR004"
"Officina Spilimbergo","RIW8413","PR023"
"Officina Pasian di Prato","KKX5997","PR021"
"Officina Cervignano del Friuli","DXT3931","PR019"
"Officina Latisana","XIR4645","PR046"
"Officina Codroipo","DUO1350","PR025"
"Officina Sacile","SVV2251","PR017"
"Officina Monfalcone","RFF6223","PR045"
"Officina San Giorgio di Nogaro","KVW5236","PR046"
"Officina Trieste","HJF7993","PR042"
"Officina Tavagnacco","KHD4323","PR027"
"Officina Azzano Decimo","XKE4193","PR022"
"Officina Aquileia","LSB9808","PR042"
"Officina Codroipo","PVD7163","PR027"
"Officina Pasian di Prato","HPM5845","PR024"
"Officina Azzano Decimo","CWD8869","PR018"
"Officina Udine","SVF7520","PR005"
"Officina Tarvisio","VXZ2892","PR010"
"Officina Gorizia","XYB8968","PR044"
"Officina Spilimbergo","GOA6024","PR013"
"Officina Gorizia","SHP9495","PR015"
"Officina San Daniele del Friuli","EOZ3053","PR025"
"Officina Buttrio","JIE4110","PR002"
"Officina Tolmezzo","ZAF4167","PR022"
"Officina Spilimbergo","UHP3614","PR021"
"Officina Cervignano del Friuli","USX8586","PR024"
"Officina Cividale del Friuli","UIQ8289","PR038"
"Officina Azzano Decimo","VPV1450","PR009"
"Officina Azzano Decimo","SSI3134","PR009"
"Officina Azzano Decimo","UTL8354","PR009"
"Officina San Daniele del Friuli","EWV7625","PR027"
"Officina Azzano Decimo","UHN5346","PR042"
"Officina San Giorgio di Nogaro","TQD9013","PR044"
"Officina Maniago","IFZ6263","PR036"
"Officina Maniago","ZXB2721","PR040"
"Officina Azzano Decimo","BKN9555","PR049"
"Officina Udine","KPS4403","PR037"
"Officina Fagagna","YXE0013","PR031"
"Officina San Vito al Tagliamento","VBX0510","PR045"
"Officina Buttrio","RYS0991","PR026"
"Officina Azzano Decimo","XPW7573","PR023"
"Officina Latisana","HDZ3365","PR031"
"Officina San Giorgio di Nogaro","KSC0107","PR044"
"Officina Spilimbergo","NNE3759","PR047"
"Officina San Daniele del Friuli","XPQ9082","PR030"
"Officina Codroipo","BWC2277","PR031"
"Officina Cervignano del Friuli","NHQ3221","PR016"
"Officina Aquileia","EWO5043","PR043"
"Officina Latisana","ORP1757","PR009"
"Officina Sacile","YAG3392","PR027"
"Officina Latisana","MVJ8763","PR048"
"Officina Maniago","YNW6070","PR005"
"Officina Sacile","UWS8503","PR010"
"Officina Tarvisio","HEF1997","PR039"
"Officina Gemona","ITJ1060","PR006"
"Officina Cividale del Friuli","KJU7872","PR024"
"Officina San Giorgio di Nogaro","BIM4544","PR003"
"Officina Azzano Decimo","PQK6016","PR015"
"Officina San Daniele del Friuli","AYZ4318","PR015"
"Officina San Giorgio di Nogaro","FLD2580","PR011"
"Officina Gorizia","GPR3248","PR036"
"Officina Azzano Decimo","RUO3540","PR032"
"Officina Gemona","SCB1729","PR008"
"Officina Latisana","IWG8407","PR044"
"Officina Codroipo","GCJ3045","PR035"
"Officina Tolmezzo","NAB3826","PR029"
"Officina San Vito al Tagliamento","VJV3631","PR035"
"Officina Tarvisio","DWM1618","PR050"
"Officina Tavagnacco","QHG9490","PR002"
"Officina Tavagnacco","VAM6036","PR034"
"Officina Gorizia","WEQ0881","PR018"
"Officina Cervignano del Friuli","XVC8123","PR036"
"Officina Aquileia","APT9009","PR015"
"Officina Fagagna","EQD3018","PR013"
"Officina Spilimbergo","GMI5364","PR039"
"Officina Maniago","BDZ8170","PR047"
"Officina Gorizia","BUO1527","PR047"
"Officina San Vito al Tagliamento","DJF1103","PR016"
"Officina Cervignano del Friuli","CTP9855","PR017"
"Officina Buttrio","MBQ0707","PR003"
"Officina Trieste","LIU6790","PR014"
"Officina San Vito al Tagliamento","FIZ7627","PR022"
"Officina Gorizia","XUU1248","PR003"
"Officina Maniago","LWC6390","PR016"
"Officina Fagagna","YXN9919","PR002"
"Officina Aquileia","PJA1832","PR004"
"Officina Sacile","KCS6476","PR032"
"Officina Gemona","ORV1109","PR050"
"Officina Gorizia","XIU9334","PR030"
"Officina Azzano Decimo","FSM2997","PR008"
"Officina Lignano Sabbiadoro","NOM9016","PR001"
"Officina Cervignano del Friuli","IRF7623","PR009"
"Officina Fagagna","JUR0057","PR034"
"Officina Tarvisio","CHM4492","PR007"
"Officina Palmanova","GAD3651","PR023"
"Officina Aquileia","DKX4867","PR021"
"Officina Cervignano del Friuli","TWG9826","PR042"
"Officina Spilimbergo","LCF6850","PR041"
"Officina Tolmezzo","CNK9393","PR050"
"Officina Buttrio","DJS9950","PR022"
"Officina Lignano Sabbiadoro","LGE7236","PR009"
"Officina Latisana","URP8157","PR034"
"Officina Spilimbergo","VNI2019","PR025"
"Officina Spilimbergo","CSC2414","PR038"
"Officina Gorizia","WUX6489","PR026"
"Officina Palmanova","FYV4201","PR004"
"Officina Codroipo","JHP9576","PR017"
"Officina Cividale del Friuli","ZIF7526","PR005"
"Officina Gemona","GMQ8960","PR014"
"Officina Tolmezzo","UBJ5568","PR032"
"Officina Codroipo","AQT3482","PR041"
"Officina Palmanova","BTX3245","PR020"
"Officina Lignano Sabbiadoro","RWV1068","PR028"
"Officina Codroipo","AZT1163","PR016"
"Officina Tolmezzo","LYS0481","PR049"
"Officina Maniago","XNP9925","PR012"
"Officina Tricesimo","YCB8259","PR039"
"Officina Pordenone","MGC8591","PR028"
"Officina Monfalcone","JVZ1330","PR038"
"Officina Adegliaco","RNU1294","PR040"
"Officina Maniago","TKG9090","PR020"
"Officina Tolmezzo","LMC1780","PR003"
"Officina Codroipo","PDV0690","PR031"
"Officina Tavagnacco","ARW6819","PR046"
"Officina Udine","TSO8128","PR041"
"Officina Maniago","VLA6894","PR025"
"Officina Azzano Decimo","APS3803","PR025"
"Officina Spilimbergo","NBW0434","PR033"
"Officina Udine","NKA4648","PR016"
"Officina Gorizia","PLK4324","PR003"
"Officina Gorizia","LEK5116","PR021"
"Officina Cervignano del Friuli","XDW9262","PR035"
"Officina Tricesimo","IBG5254","PR011"
"Officina Pordenone","JYS1966","PR030"
"Officina Cervignano del Friuli","VLD4022","PR028"
"Officina Cervignano del Friuli","BLL5928","PR046"
"Officina Pordenone","AGU5672","PR020"
"Officina San Daniele del Friuli","PMI5828","PR047"
"Officina San Giorgio di Nogaro","MEH1776","PR020"
"Officina Latisana","YGG3911","PR029"
"Officina Aquileia","VCI5467","PR033"
"Officina Codroipo","AXQ0318","PR035"
"Officina Sacile","GIY5866","PR039"
"Officina Monfalcone","ALI8368","PR019"
"Officina Adegliaco","LNB6889","PR011"
"Officina Tarvisio","RAH7803","PR022"
"Officina Adegliaco","YPS4275","PR037"
"Officina Pasian di Prato","PLT1494","PR034"
"Officina Spilimbergo","FLF2595","PR025"
"Officina Spilimbergo","GDL1867","PR004"
"Officina San Giorgio di Nogaro","GFT6995","PR007"
"Officina Palmanova","QOK7763","PR011"
"Officina Tarvisio","PNC5908","PR012"
"Officina Lignano Sabbiadoro","QDM5870","PR016"
"Officina Adegliaco","QUV5586","PR043"
"Officina Cividale del Friuli","USN2673","PR043"
"Officina Tavagnacco","GYD5664","PR041"
"Officina San Vito al Tagliamento","MPJ5326","PR013"
"Officina Pordenone","DXC6311","PR014"
"Officina Palmanova","YKE6611","PR024"
"Officina Aquileia","UVK4496","PR020"
"Officina Cividale del Friuli","JNK7495","PR007"
"Officina Cividale del Friuli","PNT5396","PR020"
"Officina Latisana","LJP2808","PR026"
"Officina San Daniele del Friuli","KNT6360","PR012"
"Officina San Vito al Tagliamento","XSI6400","PR039"
"Officina Cividale del Friuli","OSL3810","PR042"
"Officina Lignano Sabbiadoro","MJH7602","PR026"
"Officina Pasian di Prato","KFH4731","PR017"
"Officina Pordenone","MKY9597","PR042"
"Officina San Daniele del Friuli","JRV9834","PR032"
"Officina Cividale del Friuli","HSC5520","PR039"
"Officina San Vito al Tagliamento","RDL0225","PR001"
"Officina Tricesimo","WNT9089","PR008"
"Officina Tolmezzo","AKF3581","PR048"
"Officina Buttrio","VZG8297","PR031"
"Officina Pordenone","XBR7867","PR002"
"Officina San Giorgio di Nogaro","KBH3373","PR013"
"Officina Lignano Sabbiadoro","HJU2939","PR030"
"Officina Aquileia","OKW9622","PR005"
"Officina Gemona","PGU0005","PR049"
"Officina Buttrio","WTF4283","PR043"
"Officina Palmanova","BCM1288","PR020"
"Officina Lignano Sabbiadoro","GDM1287","PR049"
"Officina San Giorgio di Nogaro","QGX5238","PR049"
"Officina Lignano Sabbiadoro","WTO4954","PR011"
"Officina Pasian di Prato","QAJ4237","PR025"
"Officina Buttrio","GFM3580","PR026"
"Officina Pordenone","AIX6466","PR032"
"Officina Spilimbergo","ANJ8851","PR019"
"Officina Udine","JYZ5879","PR014"
"Officina Tricesimo","RAW5824","PR047"
"Officina Gemona","MTM6052","PR034"
"Officina Gemona","NFG7667","PR014"
"Officina San Daniele del Friuli","QFS5034","PR041"
"Officina San Daniele del Friuli","NKD9529","PR007"
"Officina Aquileia","SPQ0265","PR019"
"Officina Maniago","FQL4786","PR041"
"Officina Azzano Decimo","EKQ1843","PR032"
"Officina Palmanova","GZE5949","PR021"
"Officina Buttrio","SIY8854","PR006"
"Officina Tavagnacco","EJJ5572","PR038"
"Officina Udine","BFX6984","PR004"
"Officina Aquileia","LRL2482","PR031"
"Officina Codroipo","BJT8929","PR033"
"Officina Gemona","PYO7778","PR019"
"Officina San Vito al Tagliamento","IRY1234","PR019"
"Officina Udine","EGL8889","PR029"
"Officina Sacile","WUM3511","PR029"
"Officina Tricesimo","MUY3707","PR008"
"Officina Pordenone","UAI6973","PR034"
"Officina Adegliaco","RQV7650","PR040"
"Officina Codroipo","EOM6240","PR037"
"Officina Palmanova","NUF4981","PR038"
"Officina Tavagnacco","LGK6753","PR042"
"Officina Cividale del Friuli","XHE7847","PR026"
"Officina Codroipo","KBA9835","PR042"
"Officina Tricesimo","VQL6772","PR049"
"Officina Lignano Sabbiadoro","DVB6231","PR038"
"Officina Monfalcone","LUT4412","PR032"
"Officina Latisana","BUH9020","PR039"
"Officina Cervignano del Friuli","BGM8246","PR024"
"Officina Cervignano del Friuli","BVC4264","PR019"
"Officina Buttrio","IOI5382","PR020"
"Officina Aquileia","AIW3539","PR035"
"Officina Adegliaco","PPC8115","PR035"
"Officina San Giorgio di Nogaro","PMG3529","PR039"
"Officina Cividale del Friuli","RWI4552","PR002"
